,Link,Name,Price,Color
397,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2024-ford-escape-11175499/,2024 Ford Escape,"$49,719",Rapid Red Metallic Tinted Clearcoat
398,https://www.carpages.ca/new-cars/british-columbia/north-vancouver/2024-hyundai-ioniq-11175298/,2024 Hyundai IONIQ,"$67,199",Abyss black
399,https://www.carpages.ca/used-cars/ontario/brantford/2018-bmw-i3-11175277/,2018 BMW i3,"$24,888",Capparis White w/BMW i Frozen Blue Accent
400,https://www.carpages.ca/used-cars/ontario/north-york/2022-porsche-taycan-11175016/,2022 Porsche Taycan,"$109,995",Volcano Grey Metallic
401,https://www.carpages.ca/new-cars/ontario/kitchener/2024-ford-f-150-11174920/,2024 Ford F-150,"$85,139",Black
402,https://www.carpages.ca/used-cars/ontario/north-york/2019-lexus-ux-11174089/,2019 Lexus UX,"$33,895",Silver
403,https://www.carpages.ca/used-cars/ontario/belmont/2014-infiniti-qx60-11174074/,2014 Infiniti QX60,"$6,900",Black
404,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174059/,2024 Kia Sportage,"$40,495",Grey
405,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174056/,2024 Kia Sportage,"$49,095",Black
406,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11174053/,2024 Kia Sportage,"$49,095",White
407,https://www.carpages.ca/used-cars/ontario/st-thomas/2015-lexus-es-300-11174050/,2015 Lexus ES 300,"$23,999",Grey
408,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-ram-1500-11173372/,2022 RAM 1500,"$68,900",Diamond Black Crystal Pearlcoat
409,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2023-mitsubishi-outlander-11173336/,2023 Mitsubishi Outlander,"$49,800",Gray
410,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-mitsubishi-outlander-11173297/,2022 Mitsubishi Outlander,"$36,995",White
411,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173216/,2024 Kia Sportage,"$40,495",Steel Grey
412,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173213/,2024 Kia Sportage,"$49,095",Fusion Black
413,https://www.carpages.ca/new-cars/prince-edward-island/charlottetown/2024-kia-sportage-11173210/,2024 Kia Sportage,"$49,095",Snow White Pearl
414,https://www.carpages.ca/used-cars/ontario/ottawa/2019-lexus-ux-11173126/,2019 Lexus UX,"$34,898",White
415,https://www.carpages.ca/new-cars/ontario/new-hamburg/2024-chrysler-pacifica-11173018/,2024 Chrysler Pacifica,"$70,803",White
416,https://www.carpages.ca/new-cars/ontario/mississauga/2024-ford-escape-11172526/,2024 Ford Escape,"$45,794",Agate Black Metallic
417,https://www.carpages.ca/new-cars/british-columbia/coquitlam/2024-mitsubishi-outlander-11172232/,2024 Mitsubishi Outlander,"$60,548",White
418,https://www.carpages.ca/used-cars/ontario/mississauga/2022-tesla-model-3-11172160/,2022 Tesla Model 3,"$38,995",Blue
419,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-tesla-model-3-11172109/,2019 Tesla Model 3,"$35,989",White
420,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2024-ford-escape-11171914/,2024 Ford Escape,"$50,354",Rapid Red Metallic Tinted Clearcoat
421,https://www.carpages.ca/used-cars/ontario/kanata/2023-toyota-rav4-11171851/,2023 Toyota RAV4,"$44,995",Calvery Blue
422,https://www.carpages.ca/used-cars/ontario/ottawa/2014-toyota-camry-11171839/,2014 Toyota Camry,"$15,898",Grey
423,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171758/,2024 Chevrolet Blazer,"$63,088",Radiant Red Tin
424,https://www.carpages.ca/new-cars/ontario/kanata/2024-chevrolet-blazer-11171755/,2024 Chevrolet Blazer,"$62,393",SUMMIT WHITE
425,https://www.carpages.ca/used-cars/ontario/north-bay/2018-chevrolet-volt-11171560/,2018 Chevrolet Volt,"$21,946",White
426,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-hyundai-ioniq-11171524/,2022 Hyundai IONIQ,"$31,590",Black
427,https://www.carpages.ca/used-cars/ontario/whitby/2024-toyota-tundra-11171497/,2024 Toyota Tundra,"$87,900",Midnight Black Metallic
428,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-hyundai-ioniq-11171425/,2020 Hyundai IONIQ,"$27,995",
429,https://www.carpages.ca/used-cars/ontario/ottawa/2021-toyota-rav4-11171350/,2021 Toyota RAV4,"$42,994.50",Burgundy
430,https://www.carpages.ca/used-cars/ontario/stittsville/2020-ford-fusion-11170924/,2020 Ford Fusion,"$23,999",Black
431,https://www.carpages.ca/used-cars/saskatchewan/regina/2021-toyota-corolla-11170864/,2021 Toyota Corolla,"$33,900",
432,https://www.carpages.ca/new-cars/ontario/tilbury/2024-ford-escape-11170261/,2024 Ford Escape,"$54,944",Silver
433,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2012-ford-f-150-11169997/,2012 Ford F-150,"$19,980",
434,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-hyundai-tucson-hybrid-11169985/,2022 Hyundai Tucson Hybrid,"$38,000",Blue
435,https://www.carpages.ca/new-cars/british-columbia/port-moody/2024-honda-cr-v-11169886/,2024 Honda CR-V,"$51,775",Meteoroid Grey Metallic
